orgnr,current_homepage,new_homepage,raw_url,current_email,new_email,source_table,source_column
5565877759,,http://www.industriqompetens.se,http://www.industriqompetens.se,,,company_website_discovery,website_url
5590601729,,https://www.cdes.se,https://www.cdes.se,,info@cdes.se,company_website_discovery;company_contact,website_url;emails_json
5561698969,,http://www.abka.se,http://www.abka.se/sv,,info@abka.se,company_website_discovery;company_contact,website_url;emails_json
5567030860,,https://sweetsystems.se,https://sweetsystems.se/,,,company_website_discovery,website_url
5560717943,,,,,info@ebbemala.se,company_contact,emails_json
5566750708,,https://www.deutsche-leasing.com,https://www.deutsche-leasing.com/sv/unternehmen/deutsche-leasing-international/svenska,,saljkontakt@dnb.se,company_website_discovery;company_contact,website_url;emails_json
5568191141,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5560491481,,https://glasatervinning.se,https://glasatervinning.se/,,,company_website_discovery,website_url
5562245117,,https://elfa.com,https://elfa.com/sv-se,,,company_website_discovery,website_url
5592034820,,https://iron-gate.com,https://iron-gate.com/,,,company_website_discovery,website_url
5564874435,,https://wn.com,https://wn.com/Ez_ze?from=ezze.com,,,company_website_discovery,website_url
5564968302,,https://www.ksabsmide.se,https://www.ksabsmide.se,,,company_website_discovery,website_url
5590021886,,https://www.indulant.se,https://www.indulant.se/,,,company_website_discovery,website_url
5569209207,,https://www.vagg-taksystem.se,https://www.vagg-taksystem.se/,,info@vagg-taksystem.se,company_website_discovery;company_contact,website_url;emails_json
5564887502,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5565045696,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5563267185,,https://www.westmatic.se,https://www.westmatic.se/,,,company_website_discovery,website_url
5562253806,,https://www.cherry.se,https://www.cherry.se/,,,company_website_discovery,website_url
5563982825,,https://everaxis.com,https://everaxis.com/,,,company_website_discovery,website_url
5565631115,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5566779194,,https://sakerhetsteknikab.se,https://sakerhetsteknikab.se/,,info@sakerhetsteknikab.se,company_website_discovery;company_contact,website_url;emails_json
5563507010,,https://sancoab.se,https://sancoab.se/,,nicklas.bostrom@sancoab.se,company_website_discovery;company_contact,website_url;emails_json
5590721378,,https://www.alligo.com,https://www.alligo.com/,,,company_website_discovery,website_url
5561966390,,https://www.lundgrenab.se,https://www.lundgrenab.se/,,anbud@smide.com,company_website_discovery;company_contact,website_url;emails_json
5560278102,,https://www.mctbrattberg.com,https://www.mctbrattberg.com/,,,company_website_discovery,website_url
5568759632,,https://markbygdennet.se,https://markbygdennet.se/,,,company_website_discovery,website_url
5592224017,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5569978298,,https://www.consiliumsafety.com,https://www.consiliumsafety.com/en/cssproduction/,,,company_website_discovery,website_url
5594104373,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5568475791,,https://www.nj.se,https://www.nj.se/,,support@nj.se,company_website_discovery;company_contact,website_url;emails_json
5567322994,,https://www.crispopaper.se,https://www.crispopaper.se/,,info@crispopaper.se,company_website_discovery;company_contact,website_url;emails_json
5565486783,,https://www.domainmarket.com,https://www.domainmarket.com/buynow/highex.com,,sales@domainmarket.com,company_website_discovery;company_contact,website_url;emails_json
5567206031,,https://www.mekonomen.se,https://www.mekonomen.se/,,e-handel@mekonomen.se,company_website_discovery;company_contact,website_url;emails_json
5569140790,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5590655048,,https://appostrophe.se,https://appostrophe.se/,,,company_website_discovery,website_url
5563993947,,https://www.knislingemek.se,https://www.knislingemek.se/,,,company_website_discovery,website_url
5591243836,,https://www.aloaded.com,https://www.aloaded.com/,,,company_website_discovery,website_url
5565099891,,https://www.ljusdalenergi.se,https://www.ljusdalenergi.se/elnat.html,,info@ljusdalenergi.se,company_website_discovery;company_contact,website_url;emails_json
5568488521,,https://wennstrom.com,https://wennstrom.com/en/,,,company_website_discovery,website_url
5560650359,,https://nomeko.se,https://nomeko.se/en-gb,,,company_website_discovery,website_url
5564551637,,https://www.aceprotectiongroup.com,https://www.aceprotectiongroup.com/,,aj@aceprotectiongroup.com.au,company_website_discovery;company_contact,website_url;emails_json
5564861747,,https://www.blekingeproal.com,https://www.blekingeproal.com/,,mm@bpg-ab.com,company_website_discovery;company_contact,website_url;emails_json
5593168999,,https://globalhealthequity.com,https://globalhealthequity.com,,,company_website_discovery,website_url
5560981333,,https://www.oerlikon.com,https://www.oerlikon.com/balzers/se/sv/,,,company_website_discovery,website_url
5562970060,,https://swedwire.se,https://swedwire.se/en/,,,company_website_discovery,website_url
5567082259,,https://www.soderport.se,https://www.soderport.se/,,,company_website_discovery,website_url
5561905612,,https://www.mercadoproduktion.se,https://www.mercadoproduktion.se/,,,company_website_discovery,website_url
5592612849,,https://heartwoodpartners.com,https://heartwoodpartners.com/?r=1,,,company_website_discovery,website_url
5565833497,,https://www.aqgroup.com,https://www.aqgroup.com/en/aqjitmech/ornskoldsvik,,,company_website_discovery,website_url
5562281286,,https://thermoprodukter.se,https://thermoprodukter.se/,,per@thermoprodukter.se,company_website_discovery;company_contact,website_url;emails_json
5568582133,,https://www.passasports.se,https://www.passasports.se/,,,company_website_discovery,website_url
5560081621,,https://www.elanders.com,https://www.elanders.com/,,valberedning@elanders.com,company_website_discovery;company_contact,website_url;emails_json
5590353271,,https://sectragon.com,https://sectragon.com/,,,company_website_discovery,website_url
5564448255,,https://eqpack.se,https://eqpack.se/sv_se/,,,company_website_discovery,website_url
5560584897,,https://nybroenergi.se,https://nybroenergi.se,,kundtjanst@nybroenergi.se,company_website_discovery;company_contact,website_url;emails_json
5562443134,,https://varbergsprecision.se,https://varbergsprecision.se/,,joakim@varbergsprecision.se,company_website_discovery;company_contact,website_url;emails_json
5590618954,,https://www.werksta.se,https://www.werksta.se/,,,company_website_discovery,website_url
5569244956,,https://merlinumforklift.se,https://merlinumforklift.se/,,,company_website_discovery,website_url
5562073154,,https://www.hvz.se,https://www.hvz.se,,,company_website_discovery,website_url
5567024715,,https://www.corusdental.com,https://www.corusdental.com/se/,,,company_website_discovery,website_url
5564594538,,https://www.vastsverige.com,https://www.vastsverige.com/,,,company_website_discovery,website_url
5591448492,,https://activerecycling.se,https://activerecycling.se,,,company_website_discovery,website_url
5563765030,,https://www.ewes.se,https://www.ewes.se/,,anton.svensson@ewes.se,company_website_discovery;company_contact,website_url;emails_json
5566284781,,https://strihl.se,https://strihl.se/,,,company_website_discovery,website_url
5591750558,,https://tidamek.com,https://tidamek.com/,,info@tidamek.com,company_website_discovery;company_contact,website_url;emails_json
5592446925,,https://north62.se,https://north62.se/,,support@north62.se,company_website_discovery;company_contact,website_url;emails_json
5561973610,,https://lvi.se,https://lvi.se/,,,company_website_discovery,website_url
5566210695,,https://www.ocean-modules.com,https://www.ocean-modules.com/,,,company_website_discovery,website_url
5569870990,,https://www.brandnewcontent.se,https://www.brandnewcontent.se/,,info@brandnewcontent.se,company_website_discovery;company_contact,website_url;emails_json
5566370390,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5569262438,,https://treform.se,https://treform.se/,,treform@treform.se,company_website_discovery;company_contact,website_url;emails_json
5592087695,,https://www.iconik.io,https://www.iconik.io/,,,company_website_discovery,website_url
5564412491,,https://ilema.se,https://ilema.se,,info@ilema.se,company_website_discovery;company_contact,website_url;emails_json
5567160782,,https://www.durocmachinetool.se,https://www.durocmachinetool.se/,,,company_website_discovery,website_url
5560823998,,https://ljungby-energi.se,https://ljungby-energi.se/,,,company_website_discovery,website_url
5564901667,,https://www.laminasystem.com,https://www.laminasystem.com/,,,company_website_discovery,website_url
5565352811,,https://www.innomation.eu,https://www.innomation.eu/,,office@innomation.eu,company_website_discovery;company_contact,website_url;emails_json
5566723150,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5567300610,,https://www.communicationab.com,https://www.communicationab.com/,,,company_website_discovery,website_url
5565341970,,https://nordicservicepartners.se,https://nordicservicepartners.se/,,,company_website_discovery,website_url
5590299631,,https://www.macrodesign.se,https://www.macrodesign.se/,,info@macrodesign.se,company_website_discovery;company_contact,website_url;emails_json
5561703926,,https://www.bimex.se,https://www.bimex.se/,,info@bimex.se,company_website_discovery;company_contact,website_url;emails_json
5560534496,,https://www.pressmaster.se,https://www.pressmaster.se/,,info@pressmaster.se,company_website_discovery;company_contact,website_url;emails_json
5565627006,,http://www.stalhandlarna.se,http://www.stalhandlarna.se,,växelanders@stalhandlarna.se,company_website_discovery;company_contact,website_url;emails_json
5566609045,,https://www.changeinstockholm.se,https://www.changeinstockholm.se/,,info@changeinstockholm.se,company_website_discovery;company_contact,website_url;emails_json
5590110267,,https://sweden.se,https://sweden.se/,,si@si.se,company_website_discovery;company_contact,website_url;emails_json
5561200659,,https://www.hapab.com,https://www.hapab.com/,,,company_website_discovery,website_url
5565562138,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5560877168,,https://landqvistmekaniska.se,https://landqvistmekaniska.se/,,info@landqvistmekaniska.se,company_website_discovery;company_contact,website_url;emails_json
5568562572,,https://artofficial.agency,https://artofficial.agency/,,hello@artofficial.agency,company_website_discovery;company_contact,website_url;emails_json
5564392990,,https://www.binarhandling.com,https://www.binarhandling.com/,,,company_website_discovery,website_url
5563357275,,https://www.calectro.com,https://www.calectro.com/,,,company_website_discovery,website_url
5560386244,,https://larona.com,https://larona.com/,,,company_website_discovery,website_url
5562178383,,https://www.limab.nu,https://www.limab.nu,,,company_website_discovery,website_url
5564108917,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5568033343,,https://pulsbemanning.se,https://pulsbemanning.se/,,,company_website_discovery,website_url
5566813761,,https://xperta.com,https://xperta.com/,,info@neveweb-agency.com,company_website_discovery;company_contact,website_url;emails_json
5567536114,,https://lesjofors.eu,https://lesjofors.eu/en-gb,,,company_website_discovery,website_url
5594606674,,https://ljungby-energi.se,https://ljungby-energi.se/,,,company_website_discovery,website_url
5565471496,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5561056564,,https://www.foss.dk,https://www.foss.dk,,,company_website_discovery,website_url
5560837915,,https://www.trio-perfekta.se,https://www.trio-perfekta.se/,,max.friberg@trio-perfekta.se,company_website_discovery;company_contact,website_url;emails_json
5561747113,,https://ellagro.com,https://ellagro.com/,,,company_website_discovery,website_url
5561942763,,https://www.rutgerson.se,https://www.rutgerson.se/,,,company_website_discovery,website_url
5562096767,,http://www.hygap.se,http://www.hygap.se,,fredrik@hygap.se,company_website_discovery;company_contact,website_url;emails_json
5567447189,,https://harmonicafilms.com,https://harmonicafilms.com/,,info@harmonicafilms.se,company_website_discovery;company_contact,website_url;emails_json
5563125813,,https://www.roroint.com,https://www.roroint.com/,,,company_website_discovery,website_url
5568729049,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5562667948,,https://npb.se,https://npb.se/,,fredrik.dahl-klarqvist@npb.se,company_website_discovery;company_contact,website_url;emails_json
5560796228,,https://boman.se,https://boman.se/,,info@boman.se,company_website_discovery;company_contact,website_url;emails_json
5564646437,,https://www.opwglobal.com,https://www.opwglobal.com/,,,company_website_discovery,website_url
5568194749,,https://njudung.se,https://njudung.se/elnat/,,info@njudung.se,company_website_discovery;company_contact,website_url;emails_json
5564822459,,https://www.aqgroup.com,https://www.aqgroup.com/en/aqjitmech/robertsfors,,,company_website_discovery,website_url
5561092221,,https://sibproducts.com,https://sibproducts.com/,,,company_website_discovery,website_url
5566713243,,https://lantteknik.se,https://lantteknik.se/,,,company_website_discovery,website_url
5590894308,,https://token.leasecloud.com,https://token.leasecloud.com/en/login,,,company_website_discovery,website_url
5567737365,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5567349070,,https://www.jrsam.se,https://www.jrsam.se/,,,company_website_discovery,website_url
5567727978,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5565261459,,https://www.nav.se,https://www.nav.se/vara-tjanster/elnat/elnat,,info@nav.se,company_website_discovery;company_contact,website_url;emails_json
5567119564,,https://srenergy.se,https://srenergy.se/vindparker/lemnhult/,,,company_website_discovery,website_url
5567603203,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5568831480,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5594443425,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5564044120,,https://www.xlent.se,https://www.xlent.se/,,,company_website_discovery,website_url
5561552521,,https://triab.com,https://triab.com/,,info@triab.com,company_website_discovery;company_contact,website_url;emails_json
5591646996,,https://www.eolus.com,https://www.eolus.com/,,,company_website_discovery,website_url
5567112874,,https://display.eu,https://display.eu/,,,company_website_discovery,website_url
5567908537,,https://www.silver-weibull.se,https://www.silver-weibull.se/start-production/,,info@silver-weibull.se,company_website_discovery;company_contact,website_url;emails_json
5561017137,,https://www.electroheat.com,https://www.electroheat.com/,,info@electroheat.se,company_website_discovery;company_contact,website_url;emails_json
5591831085,,http://www.nordiqongroup.com,http://www.nordiqongroup.com/,,,company_website_discovery,website_url
5560893421,,,,,dpe@jga.se,company_contact,emails_json
5560940800,,https://www.gmkab.com,https://www.gmkab.com/koncernen/1--ronnquist-wettainen-ab,,fbn@pdf.scancloud.se,company_website_discovery;company_contact,website_url;emails_json
5566309331,,https://www.jungrelations.com,https://www.jungrelations.com/,,info@jungrelations.com,company_website_discovery;company_contact,website_url;emails_json
5565370995,,https://formpress.com,https://formpress.com/,,,company_website_discovery,website_url
5566686605,,https://www.formpipe.se,https://www.formpipe.se/,,,company_website_discovery,website_url
5561772566,,https://www.harsco-m.com,https://www.harsco-m.com,,,company_website_discovery,website_url
5590785381,,https://abtbolagen.se,https://abtbolagen.se/vara-verksamheter/abt-betong/,,,company_website_discovery,website_url
5560586744,,https://abas.se,https://abas.se,,,company_website_discovery,website_url
5563078533,,https://www.frikab.se,https://www.frikab.se/,,,company_website_discovery,website_url
5566659727,,https://www.snidex.se,https://www.snidex.se/,,info@snidex.se,company_website_discovery;company_contact,website_url;emails_json
5566765557,,https://www.goldanchormarker.com,https://www.goldanchormarker.com/,,info@goldanchormarker.com,company_website_discovery;company_contact,website_url;emails_json
5560331034,,https://www.indesko.se,https://www.indesko.se/,,,company_website_discovery,website_url
5566409768,,https://tre-d.se,https://tre-d.se/,,info@tre-d.se,company_website_discovery;company_contact,website_url;emails_json
5564144763,,https://rydsbilglas.se,https://rydsbilglas.se/,,,company_website_discovery,website_url
5565336889,,https://www.heurlins.se,https://www.heurlins.se/,,info@heurlins.se,company_website_discovery;company_contact,website_url;emails_json
5560509035,,https://www.kronosept.se,https://www.kronosept.se/,,,company_website_discovery,website_url
5562592914,,https://alumbrasmaland.se,https://alumbrasmaland.se/,,marko.tuomaala@alumbra.se,company_website_discovery;company_contact,website_url;emails_json
5565023925,,https://www.railcare.se,https://www.railcare.se/,,hanna.hedlund@railcare.se,company_website_discovery;company_contact,website_url;emails_json
5564621125,,https://www.olofstromskraft.se,https://www.olofstromskraft.se/,,,company_website_discovery,website_url
5562397058,,https://www.lagerservice.se,https://www.lagerservice.se/,,,company_website_discovery,website_url
5565366449,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5562115369,,https://janssonemballage.se,https://janssonemballage.se/,,,company_website_discovery,website_url
5569665077,,https://gallivarebetong.se,https://gallivarebetong.se/,,,company_website_discovery,website_url
5560645086,,https://www.nielsen.com,https://www.nielsen.com/about-us/locations/sweden/,,krister.forsman@nielsen.com,company_website_discovery;company_contact,website_url;emails_json
5566564455,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5563574143,,https://www.vasbyfinmekanik.se,https://www.vasbyfinmekanik.se/,,info@vasbyfinmekanik.se,company_website_discovery;company_contact,website_url;emails_json
5565220273,,https://frojdia.se,https://frojdia.se/,,thomas@frojdia.se,company_website_discovery;company_contact,website_url;emails_json
5563767911,,https://www.indutrade.com,https://www.indutrade.com/,,,company_website_discovery,website_url
5560708892,,,,,jimmy@sbs-ab.se,company_contact,emails_json
5592203268,,https://b2b.koncern.eu,https://b2b.koncern.eu/,,info@koncern.si,company_website_discovery;company_contact,website_url;emails_json
5563417731,,https://www.bonver.cz,https://www.bonver.cz/,,podpora@bonvercasino.cz,company_website_discovery;company_contact,website_url;emails_json
5564468287,,https://www.scanbox.se,https://www.scanbox.se/,,,company_website_discovery,website_url
5590814199,,https://denvellinvest.se,https://denvellinvest.se/,,,company_website_discovery,website_url
5560989211,,https://www.invacare.se,https://www.invacare.se/sv,,,company_website_discovery,website_url
5566267976,,https://www.vendig.com,https://www.vendig.com/,,bvendig@aol.com,company_website_discovery;company_contact,website_url;emails_json
5566380472,,https://hsa.se,https://hsa.se/,,info@hsa.se,company_website_discovery;company_contact,website_url;emails_json
5563717585,,https://nordiskfilm.com,https://nordiskfilm.com/,,hello@nordiskfilm.com,company_website_discovery;company_contact,website_url;emails_json
5563490225,,https://ppv.se,https://ppv.se/,,,company_website_discovery,website_url
5560778317,,https://rmigsolutions.com,https://rmigsolutions.com/se/,,,company_website_discovery,website_url
5562674530,,https://essge.com,https://essge.com/,,,company_website_discovery,website_url
5566162177,,https://brantheim.se,https://brantheim.se/,,info@brantheim.se,company_website_discovery;company_contact,website_url;emails_json
5569184129,,https://qvickly.io,https://qvickly.io/,,,company_website_discovery,website_url
5568592074,,https://agbpharma.com,https://agbpharma.com/,,info@agbpharma.com,company_website_discovery;company_contact,website_url;emails_json
5561539494,,https://www.bomek.se,https://www.bomek.se/,,asa.nordstrom@bomek.se,company_website_discovery;company_contact,website_url;emails_json
5563489508,,https://www.rasundamek.se,https://www.rasundamek.se/,,info@rasundamek.se,company_website_discovery;company_contact,website_url;emails_json
5562663038,,https://www.teamverkstad.se,https://www.teamverkstad.se/,,info@teamverkstad.se,company_website_discovery;company_contact,website_url;emails_json
5592271877,,https://www.omek.org,https://www.omek.org/,,forfragningar@omek.org,company_website_discovery;company_contact,website_url;emails_json
5566964960,,http://www.gjuteribolaget.se,http://www.gjuteribolaget.se,,rickard.wiger@gjuteribolaget.se,company_website_discovery;company_contact,website_url;emails_json
5593601783,,https://fossid.com,https://fossid.com/,,,company_website_discovery,website_url
5562864685,,http://www.krp.se,http://www.krp.se,,order@krp.se,company_website_discovery;company_contact,website_url;emails_json
5562158682,,https://hoganasverkstad.se,https://hoganasverkstad.se/,,,company_website_discovery,website_url
5566278296,,https://nordsvets.se,https://nordsvets.se/,,info@nordsvets.se,company_website_discovery;company_contact,website_url;emails_json
5565706719,,https://swtpaper.se,https://swtpaper.se/,,sales@swtpaper.se,company_website_discovery;company_contact,website_url;emails_json
5564356789,,https://www.waltech.se,https://www.waltech.se,,jorgen.jons@waltech.se,company_website_discovery;company_contact,website_url;emails_json
5591746275,,https://shop.avicii.com,https://shop.avicii.com/,,contact.shop@avicii.com,company_website_discovery;company_contact,website_url;emails_json
5565983045,,https://www.alumbra.se,https://www.alumbra.se/,,info@alumbra.se,company_website_discovery;company_contact,website_url;emails_json
