orgnr,latest_year,latest_revenue_sek,latest_profit_sek,latest_ebitda_sek,revenue_cagr_3y,revenue_cagr_5y,avg_ebitda_margin,avg_net_margin,equity_ratio_latest,debt_to_equity_latest,revenue_per_employee,ebitda_per_employee,digital_presence,company_size_bucket,growth_bucket,profitability_bucket,calculated_at,source_job_id
5560082561,2024,55709.0,79266.0,30712.0,-0.27897496771267505,,-0.011926426027987172,9.416606301445269,0.0,,7958.428571428572,4387.428571428572,0,medium,declining,high,2025-11-07T09:37:21.265015,151e5a04-14f6-48db-843e-9dad22f371d0
5560082652,2024,147538.0,-202.0,-12462.0,0.0647826790257926,,-0.02930820135232422,-0.0023767269634366074,1.0,0.0,4215.371428571429,-356.0571428571428,0,medium,moderate,loss-making,2025-11-07T09:37:21.266909,af674a42-4859-4e15-a641-9da834ddbb09
5560089186,2024,139344.0,18463.0,25280.0,0.12192746743806304,,0.16232726696717414,0.09885485212597116,0.978180700676091,0.022306000628338044,4976.571428571428,902.8571428571429,0,medium,moderate,healthy,2025-11-07T09:37:21.276373,af674a42-4859-4e15-a641-9da834ddbb09
5560102500,2024,149298.0,6464.0,16137.0,0.04104786002220773,,0.1930276541455865,0.04852010530305417,,,13572.545454545456,1467.0,0,medium,flat,low,2025-11-07T09:37:21.299684,af674a42-4859-4e15-a641-9da834ddbb09
5560102526,2024,93092.0,147.0,2013.0,0.018749894588919958,,0.07076841744764402,0.006525984962116404,0.07935359382537385,11.601823708206688,3878.8333333333335,83.875,0,medium,flat,low,2025-11-07T09:37:21.168565,151e5a04-14f6-48db-843e-9dad22f371d0
5560107145,2024,148181.0,17302.0,21105.0,0.1384765810466384,,0.13178925193712893,0.10493076794124379,,,18522.625,2638.125,0,medium,moderate,healthy,2025-11-07T09:37:21.310689,af674a42-4859-4e15-a641-9da834ddbb09
5560107160,2024,58662.0,513.0,1076.0,0.02460828089240219,,0.017076511987897437,0.010409603222780452,0.997872340425532,0.0021321961620469083,1303.6,23.911111111111108,0,medium,flat,low,2025-11-07T09:37:21.185742,151e5a04-14f6-48db-843e-9dad22f371d0
5560108945,2024,51735.0,7187.0,22986.0,0.08159931211117799,,0.4436828996014759,0.0010508525619977657,0.22406967537608868,3.462897526501767,8622.5,3831.0,0,medium,moderate,low,2025-11-07T09:37:21.263458,151e5a04-14f6-48db-843e-9dad22f371d0
5560114349,2024,57757.0,-343.0,8101.0,0.22262171582843782,,0.06994655450042939,0.020264069683317093,,,2511.173913043478,352.2173913043478,0,medium,high,low,2025-11-07T09:37:21.209953,151e5a04-14f6-48db-843e-9dad22f371d0
5560115510,2024,78859.0,4546.0,25371.0,0.042985824747348245,,0.3501532528737724,0.06958851929504552,0.871905193236715,0.1469136871266557,15771.8,5074.2,0,medium,flat,healthy,2025-11-07T09:37:21.187548,151e5a04-14f6-48db-843e-9dad22f371d0
5560119140,2024,83358.0,2447.0,5929.0,0.11212458881609955,,0.06585198215267687,0.020766681580264422,0.541958041958042,0.8451612903225807,793.8857142857144,56.46666666666666,0,medium,moderate,low,2025-11-07T09:37:21.227644,151e5a04-14f6-48db-843e-9dad22f371d0
5560119272,2024,156140.0,-58.0,58354.0,0.037506782085536816,,0.3605934332406044,0.0018087759490044036,0.9631407603597638,0.03826983672300201,5384.137931034483,2012.206896551724,0,large,flat,low,2025-11-07T09:37:21.279479,af674a42-4859-4e15-a641-9da834ddbb09
5560126012,2024,94034.0,226601.0,7762.0,0.08998249409249826,,0.026922964827040857,1.2723094828264419,,,3761.36,310.48,0,medium,moderate,high,2025-11-07T09:37:21.239113,151e5a04-14f6-48db-843e-9dad22f371d0
5560131459,2024,172380.0,354.0,65786.0,-0.24515380111213014,,0.3708011209131545,0.01032156396711347,0.750114581287239,0.33312966438266484,,,0,large,declining,low,2025-11-07T09:37:21.268630,af674a42-4859-4e15-a641-9da834ddbb09
5560136391,2024,176659.0,32688.0,-1958.0,-0.11860208142037143,,-0.017051433534598558,0.1302351967537028,0.9610642439974043,0.04051316677920324,,,0,large,declining,healthy,2025-11-07T09:37:21.278211,af674a42-4859-4e15-a641-9da834ddbb09
5560136896,2024,69463.0,24948.0,2123.0,0.4490049198263093,,0.3945629219656917,1.5914419450459547,0.8619182309076884,0.16020286396181385,1120.3709677419356,34.24193548387097,0,medium,high,high,2025-11-07T09:37:21.214893,151e5a04-14f6-48db-843e-9dad22f371d0
5560138348,2024,53106.0,707.0,8067.0,-0.049538282664148614,,0.12158306681555357,0.027419982841067652,0.780703913364509,0.2808953341740227,2950.3333333333335,448.1666666666667,0,medium,declining,low,2025-11-07T09:37:21.221962,151e5a04-14f6-48db-843e-9dad22f371d0
5560146416,2024,77833.0,34577.0,53659.0,-0.031209209091794476,,0.7299912036495858,0.24629164674700327,0.47883934608806333,1.0883831042073349,,,0,medium,declining,high,2025-11-07T09:37:21.226778,151e5a04-14f6-48db-843e-9dad22f371d0
5560154691,2024,167735.0,135568.0,37542.0,0.4496916652570093,,0.19636796319210026,0.1786800234004503,0.2210049392802763,3.5247857502940683,1711.5816326530612,383.08163265306126,0,large,high,high,2025-11-07T09:37:21.298335,af674a42-4859-4e15-a641-9da834ddbb09
5560158239,2024,91368.0,127.0,27518.0,0.05499203338348635,,0.1921953963493363,0.01036538464882087,0.7459248629355705,0.3406176006314128,3807.0,1146.5833333333333,0,medium,moderate,low,2025-11-07T09:37:21.214902,151e5a04-14f6-48db-843e-9dad22f371d0
5560158767,2024,64120.0,1631.0,4121.0,0.01461431383466727,,0.12465918395362605,0.06325665914090495,0.9243583971184152,0.08183146614710181,3771.7647058823527,242.41176470588235,0,medium,flat,healthy,2025-11-07T09:37:21.204630,151e5a04-14f6-48db-843e-9dad22f371d0
5560166331,2024,59708.0,180.0,704.0,-0.10880262602375401,,0.05427512408457223,0.016655015969677618,1.0,0.0,2211.4074074074074,26.074074074074073,0,medium,declining,low,2025-11-07T09:37:21.262982,151e5a04-14f6-48db-843e-9dad22f371d0
5560174863,2023,101041.0,-329.0,22918.0,0.15980111007665476,,0.16203004966854412,0.04737204337794238,0.6145660814839351,0.6271643198814256,3259.3870967741937,739.2903225806452,0,medium,high,low,2025-11-07T09:37:21.294224,af674a42-4859-4e15-a641-9da834ddbb09
5560182171,2024,141229.0,17911.0,58820.0,0.1041061518254045,,0.36337116187349017,0.0417577105634928,0.8908458099552942,0.12252871240443232,12839.0,5347.272727272728,0,medium,moderate,low,2025-11-07T09:37:21.301542,af674a42-4859-4e15-a641-9da834ddbb09
5560184474,2024,59903.0,5403.0,18436.0,0.03754799001941689,,0.3103557294028028,0.08999767394359558,0.6439882286995515,0.5528234142095528,5990.3,1843.6,0,medium,flat,healthy,2025-11-07T09:37:21.164416,151e5a04-14f6-48db-843e-9dad22f371d0
5560187113,2024,64249.0,7130.0,8913.0,0.10751694819305158,,0.011571095843707,0.05038936301187669,0.95,0.05263157894736842,3779.3529411764703,524.2941176470588,0,medium,moderate,healthy,2025-11-07T09:37:21.229497,151e5a04-14f6-48db-843e-9dad22f371d0
5560194358,2024,145629.0,49270.0,79652.0,0.07969809156214747,,0.7139976390016156,0.5265114058141094,0.21043449817369023,3.7520725388601037,,,0,medium,moderate,high,2025-11-07T09:37:21.301723,af674a42-4859-4e15-a641-9da834ddbb09
5560196429,2024,51634.0,2774.0,4517.0,0.01275211833137524,,0.06985306796040752,0.0011022113670367596,0.9935611688954928,0.006480558325024925,1098.595744680851,96.1063829787234,0,medium,flat,low,2025-11-07T09:37:21.236257,151e5a04-14f6-48db-843e-9dad22f371d0
5560206517,2024,197626.0,8843961.0,56235.0,-0.0506965479950412,,0.0835316759201117,15.166797215253064,0.0005209991606124635,1918.388888888889,32937.66666666667,9372.5,0,large,declining,high,2025-11-07T09:37:21.279493,af674a42-4859-4e15-a641-9da834ddbb09
5560208828,2024,71373.0,-485.0,2223.0,-0.05107048192283348,,0.09093635391311042,0.01068858224506664,,,1586.0666666666668,49.4,0,medium,declining,low,2025-11-07T09:37:21.216113,151e5a04-14f6-48db-843e-9dad22f371d0
5560210303,2024,113747.0,3002.0,3488.0,0.32279566218866385,,0.030389688393447894,0.022999561723178474,0.8280254777070064,0.2076923076923077,11374.7,348.8,0,medium,high,low,2025-11-07T09:37:21.269290,af674a42-4859-4e15-a641-9da834ddbb09
5560224692,2024,157935.0,3026.0,37677.0,0.268489747744874,,0.2241570689915186,0.00547030614452155,0.0,,,,0,large,high,low,2025-11-07T09:37:21.308998,af674a42-4859-4e15-a641-9da834ddbb09
5560224700,2024,152263.0,46404.0,67592.0,0.3063386411581084,,0.34363200426425766,0.4928341886801226,0.0,,76131.5,33796.0,0,large,high,high,2025-11-07T09:37:21.295591,af674a42-4859-4e15-a641-9da834ddbb09
5560231010,2024,174554.0,7490.0,21100.0,0.19394780810224166,,0.0424736406132463,0.014593726706497908,0.6776092596288166,0.4757767633632749,6019.103448275862,727.5862068965517,0,large,high,low,2025-11-07T09:37:21.311554,af674a42-4859-4e15-a641-9da834ddbb09
5560232802,2024,58942.0,-19.0,2832.0,0.05424313748968235,,0.10163375409552,0.05780879370215185,0.12472647702407003,7.017543859649122,1593.027027027027,76.54054054054055,0,medium,moderate,healthy,2025-11-07T09:37:21.169711,151e5a04-14f6-48db-843e-9dad22f371d0
5560234691,2024,65090.0,3002.0,27924.0,0.11760712347280244,,0.5060395955592762,0.07439084335991988,0.4927831368345838,1.0292902196766476,,,0,medium,moderate,healthy,2025-11-07T09:37:21.196558,151e5a04-14f6-48db-843e-9dad22f371d0
5560234782,2024,91218.0,9297.0,-7936.0,-0.05934307757066737,,0.020341156632246612,0.07146059936564078,1.0,0.0,2224.8292682926826,-193.5609756097561,0,medium,declining,healthy,2025-11-07T09:37:21.188506,151e5a04-14f6-48db-843e-9dad22f371d0
5560245812,2024,66202.0,1275909.0,-18737.0,0.11047685070301139,,-0.2216480860926222,10.965840777433751,0.08072837632776934,11.387218045112782,3152.4761904761904,-892.2380952380953,0,medium,moderate,high,2025-11-07T09:37:21.243812,151e5a04-14f6-48db-843e-9dad22f371d0
5560246844,2024,80000.0,229000.0,0.0,,,0.011108132580046837,0.8941443643808932,,,,,0,medium,,high,2025-11-07T09:37:21.263413,151e5a04-14f6-48db-843e-9dad22f371d0
5560257809,2024,91186.0,12524.0,25740.0,0.1636098381101767,,0.23471982038083752,0.12587946605857986,0.9998647186147186,0.00013529968881071573,1860.938775510204,525.3061224489796,0,medium,high,healthy,2025-11-07T09:37:21.178925,151e5a04-14f6-48db-843e-9dad22f371d0
5560263245,2024,179010.0,3398.0,69031.0,0.07799826144904065,,0.38709318650527785,0.01859727968794464,0.823477157360406,0.21436276776082602,6172.758620689655,2380.3793103448274,0,large,moderate,low,2025-11-07T09:37:21.298354,af674a42-4859-4e15-a641-9da834ddbb09
5560271040,2024,52178.0,11547.0,27526.0,0.10724114389436257,,0.5206079475588699,0.3286855880211387,0.27123420796890185,2.686850591185955,4013.6923076923076,2117.3846153846157,0,medium,moderate,high,2025-11-07T09:37:21.210434,151e5a04-14f6-48db-843e-9dad22f371d0
5560282948,2024,61433.0,22419.0,26320.0,-0.015374920198066744,,0.3331036720951401,0.17645110576350656,0.0,,2671.0,1144.3478260869565,0,medium,declining,high,2025-11-07T09:37:21.262720,151e5a04-14f6-48db-843e-9dad22f371d0
5560283904,2024,54046.0,3828.0,43894.0,0.08097053608222105,,0.7405222679995355,0.14025619329752997,1.0,0.0,,,0,medium,moderate,healthy,2025-11-07T09:37:21.242800,151e5a04-14f6-48db-843e-9dad22f371d0
5560284563,2024,120856.0,6569.0,19798.0,0.01657583305419852,,0.19919430558510812,0.09271033092270944,0.9867599488452569,0.013417702218495083,1633.1891891891892,267.5405405405405,0,medium,flat,healthy,2025-11-07T09:37:21.277877,af674a42-4859-4e15-a641-9da834ddbb09
5560285156,2024,58265.0,9282.0,9960.0,0.0863443504817849,,0.3268584287084824,0.19780934927390734,0.33217968886558297,2.0104188591875394,19421.666666666668,3320.0,0,medium,moderate,high,2025-11-07T09:37:21.263421,151e5a04-14f6-48db-843e-9dad22f371d0
5560288648,2024,74066.0,1386.0,1906.0,0.07973671508006586,,0.04362288705205251,0.022160816553687412,0.9550898203592815,0.047021943573667714,1322.607142857143,34.035714285714285,0,medium,moderate,low,2025-11-07T09:37:21.166305,151e5a04-14f6-48db-843e-9dad22f371d0
5560290602,2024,96020.0,7146.0,25806.0,0.013126203799478375,,0.2573577531151102,0.3732815526102009,,,,,0,medium,flat,high,2025-11-07T09:37:21.242431,151e5a04-14f6-48db-843e-9dad22f371d0
5560293085,2024,176445.0,12994.0,25700.0,0.12261940058528387,,0.13675898168834835,0.07775822852755164,0.9142300194931774,0.09381663113006397,3042.155172413793,443.1034482758621,0,large,moderate,healthy,2025-11-07T09:37:21.278197,af674a42-4859-4e15-a641-9da834ddbb09
5560298654,2024,122000.0,160000.0,120000.0,-0.5071343527296752,,0.19036196960999413,0.4714713134825182,,,,,0,medium,declining,high,2025-11-07T09:37:21.312296,af674a42-4859-4e15-a641-9da834ddbb09
5560299124,2024,83546.0,2331.0,18799.0,0.4297745186168236,,0.2767137359303983,0.03866227228511204,0.733106625713032,0.3640580577584917,20886.5,4699.75,0,medium,high,low,2025-11-07T09:37:21.218936,151e5a04-14f6-48db-843e-9dad22f371d0
5560300005,2024,63539.0,4845.0,8515.0,0.30763754843177904,,0.10035688647846057,0.04681175834782996,0.6394117647058823,0.5639374425022999,2191.0,293.6206896551724,0,medium,high,low,2025-11-07T09:37:21.262921,151e5a04-14f6-48db-843e-9dad22f371d0
5560308412,2024,81401.0,5422.0,63329.0,0.04755873351871487,,0.7698916012336225,0.11282772560113034,0.5851951816864097,0.7088315681585241,,,0,medium,flat,healthy,2025-11-07T09:37:21.188499,151e5a04-14f6-48db-843e-9dad22f371d0
5560308529,2024,50066.0,4866.0,8079.0,0.07837451578309307,,0.12932154868120563,0.0775511293985904,0.9982638888888888,0.0017391304347826088,3337.7333333333336,538.6,0,medium,moderate,healthy,2025-11-07T09:37:21.265158,151e5a04-14f6-48db-843e-9dad22f371d0
5560311333,2024,159101.0,45427.0,76365.0,0.057588878087062145,,0.3975194357841332,0.20668964866737372,0.9994344957587182,0.0005658242172764995,159101.0,76365.0,0,large,moderate,high,2025-11-07T09:37:21.277640,af674a42-4859-4e15-a641-9da834ddbb09
5560316084,2024,173617.0,6443.0,24201.0,0.069344434672852,,0.2010331464006252,0.07171503466554047,1.0,0.0,1929.0777777777778,268.9,0,large,moderate,healthy,2025-11-07T09:37:21.280863,af674a42-4859-4e15-a641-9da834ddbb09
5560316217,2024,51748.0,1349.0,1132.0,-0.05452982832829312,,0.024567257570026122,0.021020255647027166,1.0,0.0,5174.8,113.2,0,medium,declining,low,2025-11-07T09:37:21.244226,151e5a04-14f6-48db-843e-9dad22f371d0
5560317280,2024,79277.0,-226.0,23067.0,0.03635603672755727,,0.2369157371266848,0.004412717200510746,0.8312753492564218,0.20297083378510247,2642.5666666666666,768.9,0,medium,flat,low,2025-11-07T09:37:21.265776,151e5a04-14f6-48db-843e-9dad22f371d0
5560317777,2024,75701.0,7817.0,16295.0,-0.02631854753812002,,0.24606680666315572,0.044860075250057294,0.9506232353143723,0.05194146624166908,2803.740740740741,603.5185185185186,0,medium,declining,low,2025-11-07T09:37:21.228795,151e5a04-14f6-48db-843e-9dad22f371d0
5560318791,2024,55374.0,321.0,15333.0,0.11094276545121495,,0.3107220607954103,0.04278839374994105,0.6564475562504248,0.5233509371440406,6152.666666666667,1703.6666666666667,0,medium,moderate,low,2025-11-07T09:37:21.218690,151e5a04-14f6-48db-843e-9dad22f371d0
5560325127,2024,177488.0,8150.0,2541.0,0.11156877187887337,,-0.026108936216783746,0.8465933163144781,,,1584.7142857142858,22.6875,0,large,moderate,high,2025-11-07T09:37:21.277622,af674a42-4859-4e15-a641-9da834ddbb09
5560331034,2024,145763.0,19444.0,26496.0,0.12731727839028584,,0.1911890520230726,0.22615859035734873,1.0,0.0,14576.3,2649.6,0,medium,moderate,high,2025-11-07T09:37:21.311424,af674a42-4859-4e15-a641-9da834ddbb09
5560336603,2024,99460.0,3911.0,4003.0,-0.12238918666646881,,0.08211851213157885,0.07266507801593743,0.9373390557939915,0.06684981684981685,,,0,medium,declining,healthy,2025-11-07T09:37:21.218288,151e5a04-14f6-48db-843e-9dad22f371d0
5560337452,2024,74509.0,3.0,2227.0,-0.1396051509768872,,0.022451832592736858,0.00015949157396402713,0.9635416666666666,0.03783783783783784,1006.8783783783783,30.094594594594593,0,medium,declining,low,2025-11-07T09:37:21.222418,151e5a04-14f6-48db-843e-9dad22f371d0
5560341140,2024,52720.0,2397.0,16510.0,0.10258853179571026,,0.34319489835345146,0.2119380488501943,,,,,0,medium,moderate,high,2025-11-07T09:37:21.210960,151e5a04-14f6-48db-843e-9dad22f371d0
5560345174,2024,179000.0,1920000.0,-114000.0,0.12120003679654201,,-0.5520187912242233,8.830488826784599,,,2632.3529411764703,-1676.4705882352941,0,large,moderate,high,2025-11-07T09:37:21.291692,af674a42-4859-4e15-a641-9da834ddbb09
5560348228,2024,170230.0,-30.0,25934.0,0.06464190480605292,,0.22809802023032147,0.0003245056654945734,0.9733610428868317,0.027368012422360248,,,0,large,moderate,low,2025-11-07T09:37:21.276523,af674a42-4859-4e15-a641-9da834ddbb09
5560360504,2024,133625.0,7523.0,9170.0,0.00035197822139543256,,0.0683950137276131,0.05749422663652978,,,2386.160714285714,163.75,0,medium,flat,healthy,2025-11-07T09:37:21.311418,af674a42-4859-4e15-a641-9da834ddbb09
5560360785,2024,62732.0,3959.0,18832.0,0.10221426202105266,,0.2303508825180748,-0.05174592731303764,0.8501527021643872,0.17625927372120265,,,0,medium,moderate,loss-making,2025-11-07T09:37:21.234513,151e5a04-14f6-48db-843e-9dad22f371d0
5560362674,2024,136526.0,19335.0,59671.0,0.0725690010081721,,0.4949286900532578,0.22800470477793286,0.6394106613749422,0.5639401411444606,5935.913043478261,2594.391304347826,0,medium,moderate,high,2025-11-07T09:37:21.297053,af674a42-4859-4e15-a641-9da834ddbb09
5560367061,2024,128919.0,19744.0,30387.0,0.06711215302175577,,0.22760367946349475,0.13744372196797985,1.0,0.0,3581.0833333333335,844.0833333333334,0,medium,moderate,healthy,2025-11-07T09:37:21.301118,af674a42-4859-4e15-a641-9da834ddbb09
5560369398,2024,88412.0,,17708.0,0.09298748983340288,,0.16426039861139108,-4.730891142194818e-05,0.9934260983893941,0.00661740377192015,,,0,medium,moderate,loss-making,2025-11-07T09:37:21.230170,151e5a04-14f6-48db-843e-9dad22f371d0
5560379785,2024,69681.0,2736.0,7630.0,-0.009411362207685348,,0.12801508304891251,0.044436338966961975,0.8408203125,0.18931475029036005,5806.75,635.8333333333334,0,medium,declining,low,2025-11-07T09:37:21.254352,151e5a04-14f6-48db-843e-9dad22f371d0
5560386244,2024,73561.0,39330.0,39377.0,-0.05383705683892637,,0.5411602812775405,0.4136180079421118,1.0,0.0,,,0,medium,declining,high,2025-11-07T09:37:21.218898,151e5a04-14f6-48db-843e-9dad22f371d0
5560392838,2024,193431.0,17332.0,34109.0,0.10592831190785268,,0.01469365524151878,0.02505545154809056,0.6945749355963025,0.43972946438311333,3582.0555555555557,631.6481481481482,0,large,moderate,low,2025-11-07T09:37:21.308678,af674a42-4859-4e15-a641-9da834ddbb09
5560394032,2024,102898.0,1733.0,4523.0,0.16422674338043008,,0.08046182316906071,0.04844023496774929,0.9900332225913622,0.010067114093959731,2099.9591836734694,92.30612244897958,0,medium,high,low,2025-11-07T09:37:21.293587,af674a42-4859-4e15-a641-9da834ddbb09
5560400896,2024,96019.0,19889.0,34559.0,0.44005327563847474,,0.15174060509976667,0.08008192383478877,0.5386904761904762,0.856353591160221,3840.76,1382.36,0,medium,high,healthy,2025-11-07T09:37:21.192872,151e5a04-14f6-48db-843e-9dad22f371d0
5560403189,2024,144146.0,11522.0,34393.0,0.010411070857908822,,0.2675083809881097,0.08566090300811544,0.7493643298220124,0.33446437227338827,8008.111111111111,1910.7222222222222,0,medium,flat,healthy,2025-11-07T09:37:21.301697,af674a42-4859-4e15-a641-9da834ddbb09
5560404971,2024,145653.0,16786.0,39891.0,0.09980658329474013,,0.23518529636667962,0.03890217945191453,0.5014964380558952,0.9940321089350256,5394.555555555556,1477.4444444444446,0,medium,moderate,low,2025-11-07T09:37:21.266495,af674a42-4859-4e15-a641-9da834ddbb09
5560406166,2024,85102.0,19461.0,21381.0,0.06010030380000164,,0.24658192175039284,0.22729333162747706,0.7612903225806451,0.3135593220338983,17020.4,4276.2,0,medium,moderate,high,2025-11-07T09:37:21.187580,151e5a04-14f6-48db-843e-9dad22f371d0
5560406315,2024,80161.0,1053.0,21038.0,0.08102243545055421,,0.2957892063840425,0.019384528173897145,0.45729841003277444,1.1867559083101344,4219.0,1107.2631578947369,0,medium,moderate,low,2025-11-07T09:37:21.226377,151e5a04-14f6-48db-843e-9dad22f371d0
5560406521,2024,132466.0,13231.0,8679.0,0.010299200557428945,,0.11330419569022618,0.0992306851432053,,,2207.7666666666664,144.65,0,medium,flat,healthy,2025-11-07T09:37:21.300404,af674a42-4859-4e15-a641-9da834ddbb09
5560408113,2024,141000.0,927000.0,-54000.0,,,-0.5272005376732524,4.131170887836174,0.004754358161648178,209.33333333333334,5423.076923076923,-2076.923076923077,0,medium,,high,2025-11-07T09:37:21.309340,af674a42-4859-4e15-a641-9da834ddbb09
5560412149,2024,195000.0,4097000.0,-111000.0,0.04070946107478268,,-0.8607382678729609,25.277145279678688,,,3679.245283018868,-2094.3396226415093,0,large,flat,high,2025-11-07T09:37:21.302484,af674a42-4859-4e15-a641-9da834ddbb09
5560412859,2024,58312.0,9319.0,16160.0,0.056237188350896083,,0.18814776776401423,0.11971919796961825,0.9726984126984127,0.028067885117493474,3069.0526315789475,850.5263157894738,0,medium,moderate,healthy,2025-11-07T09:37:21.166246,151e5a04-14f6-48db-843e-9dad22f371d0
5560417296,2024,87515.0,4494.0,16815.0,0.046544786576892205,,0.19115434491860211,0.02557975574128153,0.6581255374032674,0.5194669453880324,2365.2702702702704,454.4594594594595,0,medium,flat,low,2025-11-07T09:37:21.245347,151e5a04-14f6-48db-843e-9dad22f371d0
5560418856,2024,192269.0,13515.0,34567.0,0.035413381684512135,,0.18446499537744337,0.08539993735644988,,,3314.9827586206898,595.9827586206897,0,large,flat,healthy,2025-11-07T09:37:21.279114,af674a42-4859-4e15-a641-9da834ddbb09
5560421587,2024,59918.0,105.0,41930.0,0.032601909303073384,,0.7064900867800583,0.0020080939581250384,1.0,0.0,29959.0,20965.0,0,medium,flat,low,2025-11-07T09:37:21.265202,151e5a04-14f6-48db-843e-9dad22f371d0
5560423336,2024,190571.0,9172.0,14230.0,0.25651271932390585,,0.039287667947004556,0.019265540749009998,0.8830832902224521,0.13239601640304627,3664.826923076923,273.65384615384613,0,large,high,low,2025-11-07T09:37:21.274876,af674a42-4859-4e15-a641-9da834ddbb09
5560425422,2024,125628.0,402.0,38965.0,0.0330533927701242,,0.3325007068524011,0.0559882356563287,0.612779940707933,0.631907204476568,13958.666666666666,4329.444444444444,0,medium,flat,healthy,2025-11-07T09:37:21.277092,af674a42-4859-4e15-a641-9da834ddbb09
5560426289,2025,178732.0,50389.0,6866.0,-0.11176257452493621,,0.054928148359498975,0.22397741554379894,,,8511.04761904762,326.95238095238096,0,large,declining,high,2025-11-07T09:37:21.296438,af674a42-4859-4e15-a641-9da834ddbb09
